Local Date/Time	Relative Time	flowsensor-a:flow [µL/min]
06/15/2022 13:55:09	00:32:08.498	0.330
06/15/2022 13:55:10	00:32:09.510	0.330
06/15/2022 13:55:11	00:32:09.510	0.330
06/15/2022 13:55:11	00:32:10.022	0.331
06/15/2022 13:55:11	00:32:10.124	0.330
06/15/2022 13:55:11	00:32:10.226	0.331
06/15/2022 13:55:12	00:32:10.532	0.330
06/15/2022 13:55:12	00:32:10.838	0.331
06/15/2022 13:55:12	00:32:10.940	0.329
06/15/2022 13:55:12	00:32:11.042	0.330
06/15/2022 13:55:12	00:32:11.144	0.329
06/15/2022 13:55:12	00:32:11.244	0.330
06/15/2022 13:55:13	00:32:11.852	0.329
06/15/2022 13:55:13	00:32:12.057	0.330
06/15/2022 13:55:13	00:32:12.260	0.329
06/15/2022 13:55:14	00:32:13.274	0.328
06/15/2022 13:55:14	00:32:13.376	0.329
06/15/2022 13:55:15	00:32:13.580	0.330
06/15/2022 13:55:16	00:32:14.596	0.329
06/15/2022 13:55:16	00:32:14.902	0.330
06/15/2022 13:55:16	00:32:15.106	0.329
06/15/2022 13:55:16	00:32:15.208	0.330
06/15/2022 13:55:16	00:32:15.408	0.329
06/15/2022 13:55:17	00:32:15.608	0.330
06/15/2022 13:55:17	00:32:15.812	0.329
06/15/2022 13:55:17	00:32:16.324	0.331
06/15/2022 13:55:17	00:32:16.426	0.329
06/15/2022 13:55:18	00:32:16.732	0.328
06/15/2022 13:55:18	00:32:17.342	0.327
06/15/2022 13:55:18	00:32:17.444	0.328
06/15/2022 13:55:19	00:32:17.648	0.329
06/15/2022 13:55:19	00:32:18.260	0.328
06/15/2022 13:55:19	00:32:18.362	0.329
06/15/2022 13:55:20	00:32:18.872	0.330
06/15/2022 13:55:20	00:32:18.974	0.329
06/15/2022 13:55:20	00:32:19.076	0.330
06/15/2022 13:55:20	00:32:19.178	0.329
06/15/2022 13:55:20	00:32:19.280	0.330
06/15/2022 13:55:20	00:32:19.482	0.329
06/15/2022 13:55:21	00:32:19.886	0.330
06/15/2022 13:55:21	00:32:19.988	0.329
06/15/2022 13:55:22	00:32:21.102	0.328
06/15/2022 13:55:22	00:32:21.204	0.326
06/15/2022 13:55:22	00:32:21.306	0.328
06/15/2022 13:55:23	00:32:21.816	0.327
06/15/2022 13:55:23	00:32:22.020	0.328
06/15/2022 13:55:23	00:32:22.424	0.327
06/15/2022 13:55:23	00:32:22.524	0.328
06/15/2022 13:55:24	00:32:22.728	0.329
06/15/2022 13:55:24	00:32:22.830	0.328
06/15/2022 13:55:24	00:32:22.932	0.329
06/15/2022 13:55:24	00:32:23.136	0.328
06/15/2022 13:55:24	00:32:23.339	0.329
06/15/2022 13:55:24	00:32:23.544	0.328
06/15/2022 13:55:25	00:32:23.644	0.330
06/15/2022 13:55:25	00:32:23.744	0.328
06/15/2022 13:55:26	00:32:25.266	0.329
06/15/2022 13:55:26	00:32:25.368	0.327
06/15/2022 13:55:26	00:32:25.470	0.329
06/15/2022 13:55:27	00:32:25.878	0.328
06/15/2022 13:55:27	00:32:26.490	0.326
06/15/2022 13:55:28	00:32:26.794	0.328
06/15/2022 13:55:28	00:32:27.304	0.326
06/15/2022 13:55:28	00:32:27.507	0.328
06/15/2022 13:55:28	00:32:27.610	0.327
06/15/2022 13:55:29	00:32:27.712	0.328
06/15/2022 13:55:29	00:32:28.214	0.327
06/15/2022 13:55:29	00:32:28.316	0.328
06/15/2022 13:55:29	00:32:28.418	0.329
06/15/2022 13:55:29	00:32:28.520	0.328
06/15/2022 13:55:30	00:32:29.030	0.329
06/15/2022 13:55:30	00:32:29.132	0.327
06/15/2022 13:55:31	00:32:30.148	0.326
06/15/2022 13:55:31	00:32:30.250	0.328
06/15/2022 13:55:32	00:32:30.758	0.330
06/15/2022 13:55:32	00:32:30.860	0.328
06/15/2022 13:55:33	00:32:31.679	0.327
06/15/2022 13:55:33	00:32:32.284	0.328
06/15/2022 13:55:33	00:32:32.386	0.326
06/15/2022 13:55:34	00:32:32.997	0.328
06/15/2022 13:55:34	00:32:33.302	0.326
06/15/2022 13:55:35	00:32:33.810	0.328
06/15/2022 13:55:35	00:32:33.912	0.327
06/15/2022 13:55:35	00:32:34.523	0.326
06/15/2022 13:55:35	00:32:34.626	0.327
06/15/2022 13:55:36	00:32:35.030	0.326
06/15/2022 13:55:36	00:32:35.234	0.327
06/15/2022 13:55:37	00:32:36.054	0.326
06/15/2022 13:55:37	00:32:36.360	0.327
06/15/2022 13:55:38	00:32:36.666	0.326
06/15/2022 13:55:38	00:32:36.768	0.325
06/15/2022 13:55:38	00:32:36.870	0.326
06/15/2022 13:55:38	00:32:36.972	0.325
06/15/2022 13:55:38	00:32:37.379	0.326
06/15/2022 13:55:38	00:32:37.582	0.325
06/15/2022 13:55:39	00:32:38.088	0.328
06/15/2022 13:55:40	00:32:38.703	0.329
06/15/2022 13:55:40	00:32:38.803	0.327
06/15/2022 13:55:41	00:32:39.718	0.326
06/15/2022 13:55:41	00:32:39.921	0.327
06/15/2022 13:55:41	00:32:40.023	0.326
06/15/2022 13:55:42	00:32:41.345	0.327
06/15/2022 13:55:43	00:32:41.750	0.328
06/15/2022 13:55:43	00:32:41.850	0.327
06/15/2022 13:55:43	00:32:41.950	0.325
06/15/2022 13:55:43	00:32:42.154	0.326
06/15/2022 13:55:43	00:32:42.256	0.327
06/15/2022 13:55:43	00:32:42.460	0.326
06/15/2022 13:55:44	00:32:43.474	0.327
06/15/2022 13:55:44	00:32:43.576	0.326
06/15/2022 13:55:45	00:32:44.187	0.325
06/15/2022 13:55:45	00:32:44.694	0.326
06/15/2022 13:55:46	00:32:44.898	0.325
06/15/2022 13:55:46	00:32:45.613	0.326
06/15/2022 13:55:47	00:32:45.715	0.325
06/15/2022 13:55:47	00:32:45.815	0.326
06/15/2022 13:55:47	00:32:46.118	0.325
06/15/2022 13:55:47	00:32:46.220	0.327
06/15/2022 13:55:47	00:32:46.526	0.326
06/15/2022 13:55:48	00:32:46.730	0.327
06/15/2022 13:55:48	00:32:46.934	0.326
06/15/2022 13:55:48	00:32:47.035	0.325
06/15/2022 13:55:48	00:32:47.440	0.324
06/15/2022 13:55:48	00:32:47.644	0.325
06/15/2022 13:55:49	00:32:48.052	0.326
06/15/2022 13:55:49	00:32:48.255	0.325
06/15/2022 13:55:49	00:32:48.459	0.326
06/15/2022 13:55:50	00:32:48.762	0.324
06/15/2022 13:55:50	00:32:49.168	0.326
06/15/2022 13:55:50	00:32:49.270	0.325
06/15/2022 13:55:50	00:32:49.474	0.326
06/15/2022 13:55:50	00:32:49.681	0.324
06/15/2022 13:55:51	00:32:49.781	0.326
06/15/2022 13:55:51	00:32:50.490	0.324
06/15/2022 13:55:51	00:32:50.694	0.326
06/15/2022 13:55:52	00:32:50.796	0.325
06/15/2022 13:55:53	00:32:52.114	0.326
06/15/2022 13:55:53	00:32:52.728	0.325
06/15/2022 13:55:54	00:32:53.134	0.327
06/15/2022 13:55:54	00:32:53.236	0.325
06/15/2022 13:55:55	00:32:54.153	0.326
06/15/2022 13:55:55	00:32:54.358	0.324
06/15/2022 13:55:55	00:32:54.662	0.326
06/15/2022 13:55:56	00:32:54.866	0.324
06/15/2022 13:55:56	00:32:55.179	0.325
06/15/2022 13:55:56	00:32:55.383	0.323
06/15/2022 13:55:56	00:32:55.485	0.325
06/15/2022 13:55:56	00:32:55.587	0.323
06/15/2022 13:55:56	00:32:55.687	0.325
06/15/2022 13:55:57	00:32:55.890	0.323
06/15/2022 13:55:57	00:32:55.992	0.325
06/15/2022 13:55:57	00:32:56.196	0.326
06/15/2022 13:55:57	00:32:56.298	0.325
06/15/2022 13:55:58	00:32:57.007	0.324
06/15/2022 13:55:58	00:32:57.208	0.325
06/15/2022 13:55:58	00:32:57.616	0.324
06/15/2022 13:55:58	00:32:57.718	0.325
06/15/2022 13:55:59	00:32:57.921	0.324
06/15/2022 13:55:59	00:32:58.331	0.325
06/15/2022 13:55:59	00:32:58.431	0.324
06/15/2022 13:55:59	00:32:58.531	0.326
06/15/2022 13:55:59	00:32:58.634	0.324
06/15/2022 13:56:00	00:32:58.938	0.325
06/15/2022 13:56:00	00:32:59.142	0.323
06/15/2022 13:56:00	00:32:59.346	0.325
06/15/2022 13:56:01	00:33:00.256	0.323
06/15/2022 13:56:01	00:33:00.562	0.324
06/15/2022 13:56:01	00:33:00.765	0.326
06/15/2022 13:56:02	00:33:01.071	0.324
06/15/2022 13:56:02	00:33:01.271	0.325
06/15/2022 13:56:02	00:33:01.371	0.324
06/15/2022 13:56:02	00:33:01.576	0.325
06/15/2022 13:56:03	00:33:01.882	0.324
06/15/2022 13:56:04	00:33:02.994	0.323
06/15/2022 13:56:04	00:33:03.198	0.324
06/15/2022 13:56:04	00:33:03.300	0.323
06/15/2022 13:56:04	00:33:03.605	0.325
06/15/2022 13:56:04	00:33:03.707	0.324
06/15/2022 13:56:05	00:33:04.414	0.323
06/15/2022 13:56:06	00:33:05.227	0.325
06/15/2022 13:56:06	00:33:05.427	0.323
06/15/2022 13:56:07	00:33:05.834	0.325
06/15/2022 13:56:07	00:33:06.240	0.324
06/15/2022 13:56:07	00:33:06.341	0.325
06/15/2022 13:56:08	00:33:07.048	0.324
06/15/2022 13:56:08	00:33:07.354	0.322
06/15/2022 13:56:08	00:33:07.456	0.323
06/15/2022 13:56:08	00:33:07.660	0.322
06/15/2022 13:56:09	00:33:07.863	0.325
06/15/2022 13:56:09	00:33:07.965	0.323
06/15/2022 13:56:09	00:33:08.269	0.322
06/15/2022 13:56:09	00:33:08.474	0.323
06/15/2022 13:56:10	00:33:08.882	0.322
06/15/2022 13:56:10	00:33:08.983	0.323
06/15/2022 13:56:10	00:33:09.489	0.324
06/15/2022 13:56:10	00:33:09.589	0.323
06/15/2022 13:56:11	00:33:09.894	0.324
06/15/2022 13:56:11	00:33:10.200	0.325
06/15/2022 13:56:11	00:33:10.302	0.324
06/15/2022 13:56:11	00:33:10.403	0.326
06/15/2022 13:56:11	00:33:10.709	0.325
06/15/2022 13:56:12	00:33:11.318	0.322
06/15/2022 13:56:12	00:33:11.726	0.323
06/15/2022 13:56:13	00:33:12.029	0.322
06/15/2022 13:56:14	00:33:13.150	0.323
06/15/2022 13:56:14	00:33:13.353	0.322
06/15/2022 13:56:14	00:33:13.455	0.324
06/15/2022 13:56:14	00:33:13.557	0.323
06/15/2022 13:56:14	00:33:13.761	0.324
06/15/2022 13:56:15	00:33:14.067	0.323
06/15/2022 13:56:15	00:33:14.476	0.321
06/15/2022 13:56:15	00:33:14.679	0.323
06/15/2022 13:56:16	00:33:14.983	0.324
06/15/2022 13:56:16	00:33:15.088	0.323
06/15/2022 13:56:16	00:33:15.393	0.324
06/15/2022 13:56:16	00:33:15.598	0.322
06/15/2022 13:56:16	00:33:15.802	0.324
06/15/2022 13:56:17	00:33:15.904	0.322
06/15/2022 13:56:17	00:33:16.005	0.324
06/15/2022 13:56:17	00:33:16.107	0.322
06/15/2022 13:56:17	00:33:16.209	0.324
06/15/2022 13:56:17	00:33:16.815	0.323
06/15/2022 13:56:18	00:33:16.918	0.324
06/15/2022 13:56:18	00:33:17.122	0.323
06/15/2022 13:56:18	00:33:17.631	0.322
06/15/2022 13:56:18	00:33:17.831	0.324
06/15/2022 13:56:20	00:33:18.039	0.322
06/15/2022 13:56:20	00:33:18.243	0.321
06/15/2022 13:56:20	00:33:18.346	0.322
06/15/2022 13:56:20	00:33:18.652	0.323
06/15/2022 13:56:20	00:33:18.855	0.322
06/15/2022 13:56:21	00:33:19.665	0.323
06/15/2022 13:56:22	00:33:19.972	0.325
06/15/2022 13:56:22	00:33:20.074	0.322
06/15/2022 13:56:22	00:33:20.581	0.323
06/15/2022 13:56:23	00:33:21.294	0.322
06/15/2022 13:56:23	00:33:21.497	0.321
06/15/2022 13:56:23	00:33:21.905	0.323
06/15/2022 13:56:24	00:33:22.007	0.321
06/15/2022 13:56:24	00:33:22.209	0.322
06/15/2022 13:56:24	00:33:22.724	0.321
06/15/2022 13:56:24	00:33:22.826	0.322
06/15/2022 13:56:25	00:33:23.231	0.321
06/15/2022 13:56:25	00:33:23.435	0.323
06/15/2022 13:56:25	00:33:23.637	0.322
06/15/2022 13:56:25	00:33:23.841	0.323
06/15/2022 13:56:26	00:33:24.148	0.321
06/15/2022 13:56:26	00:33:24.250	0.322
06/15/2022 13:56:26	00:33:24.352	0.321
06/15/2022 13:56:26	00:33:24.453	0.322
06/15/2022 13:56:27	00:33:25.059	0.321
06/15/2022 13:56:28	00:33:26.788	0.322
06/15/2022 13:56:29	00:33:26.991	0.321
06/15/2022 13:56:30	00:33:28.005	0.320
06/15/2022 13:56:30	00:33:28.107	0.321
06/15/2022 13:56:30	00:33:28.312	0.322
06/15/2022 13:56:31	00:33:29.325	0.323
06/15/2022 13:56:31	00:33:29.427	0.321
06/15/2022 13:56:31	00:33:29.535	0.322
06/15/2022 13:56:31	00:33:29.740	0.321
06/15/2022 13:56:32	00:33:30.970	0.321
06/15/2022 13:56:33	00:33:31.977	0.321
06/15/2022 13:56:34	00:33:31.977	0.321
06/15/2022 13:56:34	00:33:32.175	0.322
06/15/2022 13:56:34	00:33:32.383	0.321
06/15/2022 13:56:34	00:33:32.486	0.322
06/15/2022 13:56:34	00:33:32.689	0.320
06/15/2022 13:56:34	00:33:32.893	0.321
06/15/2022 13:56:35	00:33:33.601	0.323
06/15/2022 13:56:36	00:33:34.009	0.321
06/15/2022 13:56:36	00:33:34.415	0.320
06/15/2022 13:56:36	00:33:34.515	0.321
06/15/2022 13:56:37	00:33:35.023	0.319
06/15/2022 13:56:37	00:33:35.227	0.318
06/15/2022 13:56:37	00:33:35.431	0.320
06/15/2022 13:56:37	00:33:35.937	0.321
06/15/2022 13:56:38	00:33:36.037	0.320
06/15/2022 13:56:38	00:33:36.139	0.321
06/15/2022 13:56:38	00:33:36.650	0.320
06/15/2022 13:56:38	00:33:36.853	0.322
06/15/2022 13:56:38	00:33:36.955	0.321
06/15/2022 13:56:39	00:33:37.767	0.320
06/15/2022 13:56:39	00:33:37.971	0.321
06/15/2022 13:56:40	00:33:38.379	0.320
06/15/2022 13:56:40	00:33:38.781	0.321
06/15/2022 13:56:41	00:33:39.087	0.320
06/15/2022 13:56:41	00:33:39.495	0.321
06/15/2022 13:56:41	00:33:39.699	0.319
06/15/2022 13:56:41	00:33:39.801	0.320
06/15/2022 13:56:42	00:33:40.001	0.319
06/15/2022 13:56:42	00:33:40.305	0.320
06/15/2022 13:56:42	00:33:40.917	0.319
06/15/2022 13:56:43	00:33:41.121	0.320
06/15/2022 13:56:43	00:33:41.223	0.321
06/15/2022 13:56:43	00:33:41.323	0.320
06/15/2022 13:56:43	00:33:41.423	0.321
06/15/2022 13:56:43	00:33:41.727	0.319
06/15/2022 13:56:43	00:33:41.829	0.320
06/15/2022 13:56:44	00:33:42.340	0.321
06/15/2022 13:56:44	00:33:42.645	0.320
06/15/2022 13:56:45	00:33:43.049	0.321
06/15/2022 13:56:45	00:33:43.151	0.320
06/15/2022 13:56:45	00:33:43.763	0.321
06/15/2022 13:56:46	00:33:44.267	0.320
06/15/2022 13:56:46	00:33:44.469	0.319
06/15/2022 13:56:46	00:33:44.571	0.320
06/15/2022 13:56:46	00:33:44.877	0.319
06/15/2022 13:56:47	00:33:45.080	0.320
06/15/2022 13:56:47	00:33:45.689	0.318
06/15/2022 13:56:47	00:33:45.791	0.319
06/15/2022 13:56:47	00:33:45.893	0.321
06/15/2022 13:56:47	00:33:45.995	0.320
06/15/2022 13:56:48	00:33:46.505	0.318
06/15/2022 13:56:48	00:33:46.611	0.320
06/15/2022 13:56:49	00:33:48.015	0.320
06/15/2022 13:56:50	00:33:48.015	0.320
06/15/2022 13:56:50	00:33:48.139	0.318
06/15/2022 13:56:50	00:33:48.541	0.321
06/15/2022 13:56:50	00:33:48.643	0.318
06/15/2022 13:56:50	00:33:48.745	0.320
06/15/2022 13:56:50	00:33:48.949	0.318
06/15/2022 13:56:51	00:33:49.254	0.320
06/15/2022 13:56:52	00:33:50.377	0.319
06/15/2022 13:56:52	00:33:50.987	0.320
06/15/2022 13:56:53	00:33:51.087	0.319
06/15/2022 13:56:53	00:33:51.289	0.320
06/15/2022 13:56:53	00:33:51.391	0.318
06/15/2022 13:56:53	00:33:51.493	0.320
06/15/2022 13:56:53	00:33:51.697	0.319
06/15/2022 13:56:54	00:33:52.707	0.320
06/15/2022 13:56:55	00:33:53.319	0.319
06/15/2022 13:56:56	00:33:54.127	0.317
06/15/2022 13:56:56	00:33:54.331	0.319
06/15/2022 13:56:56	00:33:54.535	0.317
06/15/2022 13:56:56	00:33:54.637	0.319
06/15/2022 13:56:57	00:33:55.147	0.318
06/15/2022 13:56:57	00:33:55.549	0.319
06/15/2022 13:56:57	00:33:55.957	0.318
06/15/2022 13:56:58	00:33:56.262	0.319
06/15/2022 13:56:58	00:33:56.875	0.317
06/15/2022 13:56:58	00:33:56.977	0.320
06/15/2022 13:56:59	00:33:57.181	0.321
06/15/2022 13:56:59	00:33:57.283	0.319
06/15/2022 13:56:59	00:33:57.793	0.318
06/15/2022 13:56:59	00:33:57.895	0.319
06/15/2022 13:57:00	00:33:58.403	0.317
06/15/2022 13:57:00	00:33:58.811	0.319
06/15/2022 13:57:01	00:33:59.116	0.317
06/15/2022 13:57:01	00:33:59.219	0.318
06/15/2022 13:57:01	00:33:59.521	0.319
06/15/2022 13:57:01	00:33:59.723	0.318
06/15/2022 13:57:02	00:34:00.131	0.317
06/15/2022 13:57:02	00:34:00.335	0.319
06/15/2022 13:57:02	00:34:00.436	0.317
06/15/2022 13:57:02	00:34:00.538	0.318
06/15/2022 13:57:02	00:34:01.043	0.317
06/15/2022 13:57:03	00:34:01.247	0.319
06/15/2022 13:57:03	00:34:01.349	0.318
06/15/2022 13:57:03	00:34:01.553	0.319
06/15/2022 13:57:03	00:34:01.960	0.318
06/15/2022 13:57:04	00:34:02.165	0.319
06/15/2022 13:57:04	00:34:02.267	0.318
06/15/2022 13:57:04	00:34:02.673	0.319
06/15/2022 13:57:04	00:34:02.775	0.317
06/15/2022 13:57:04	00:34:02.877	0.318
06/15/2022 13:57:05	00:34:03.182	0.317
06/15/2022 13:57:05	00:34:03.485	0.318
06/15/2022 13:57:05	00:34:03.991	0.319
06/15/2022 13:57:05	00:34:04.093	0.317
06/15/2022 13:57:06	00:34:04.195	0.319
06/15/2022 13:57:06	00:34:04.297	0.318
06/15/2022 13:57:06	00:34:05.007	0.319
06/15/2022 13:57:06	00:34:05.109	0.318
06/15/2022 13:57:07	00:34:05.619	0.317
06/15/2022 13:57:07	00:34:05.825	0.319
06/15/2022 13:57:07	00:34:05.926	0.317
06/15/2022 13:57:07	00:34:06.130	0.319
06/15/2022 13:57:08	00:34:06.331	0.317
06/15/2022 13:57:08	00:34:06.533	0.316
06/15/2022 13:57:08	00:34:06.839	0.317
06/15/2022 13:57:09	00:34:08.151	0.317
06/15/2022 13:57:10	00:34:08.151	0.317
06/15/2022 13:57:10	00:34:08.670	0.316
06/15/2022 13:57:10	00:34:08.874	0.317
06/15/2022 13:57:11	00:34:09.379	0.319
06/15/2022 13:57:11	00:34:09.583	0.317
06/15/2022 13:57:11	00:34:09.787	0.316
06/15/2022 13:57:12	00:34:10.194	0.317
06/15/2022 13:57:12	00:34:10.398	0.315
06/15/2022 13:57:12	00:34:10.601	0.317
06/15/2022 13:57:13	00:34:11.211	0.316
06/15/2022 13:57:13	00:34:11.313	0.317
06/15/2022 13:57:14	00:34:12.227	0.316
06/15/2022 13:57:14	00:34:12.533	0.317
06/15/2022 13:57:14	00:34:12.635	0.318
06/15/2022 13:57:14	00:34:12.737	0.316
06/15/2022 13:57:14	00:34:12.940	0.317
06/15/2022 13:57:15	00:34:13.244	0.318
06/15/2022 13:57:15	00:34:13.345	0.317
06/15/2022 13:57:15	00:34:13.649	0.318
06/15/2022 13:57:15	00:34:13.955	0.316
06/15/2022 13:57:15	00:34:14.158	0.318
06/15/2022 13:57:16	00:34:14.260	0.316
06/15/2022 13:57:16	00:34:14.566	0.315
06/15/2022 13:57:16	00:34:14.666	0.316
06/15/2022 13:57:16	00:34:15.073	0.317
06/15/2022 13:57:17	00:34:15.277	0.316
06/15/2022 13:57:17	00:34:15.481	0.314
06/15/2022 13:57:17	00:34:15.583	0.316
06/15/2022 13:57:17	00:34:16.093	0.318
06/15/2022 13:57:18	00:34:16.705	0.316
06/15/2022 13:57:18	00:34:16.807	0.317
06/15/2022 13:57:19	00:34:17.516	0.319
06/15/2022 13:57:19	00:34:17.619	0.316
06/15/2022 13:57:19	00:34:17.721	0.318
06/15/2022 13:57:19	00:34:17.823	0.317
06/15/2022 13:57:19	00:34:18.027	0.315
06/15/2022 13:57:20	00:34:19.049	0.317
06/15/2022 13:57:21	00:34:19.355	0.315
06/15/2022 13:57:21	00:34:19.661	0.317
06/15/2022 13:57:21	00:34:19.762	0.316
06/15/2022 13:57:21	00:34:19.972	0.317
06/15/2022 13:57:21	00:34:20.176	0.315
06/15/2022 13:57:22	00:34:20.887	0.316
06/15/2022 13:57:23	00:34:21.396	0.315
06/15/2022 13:57:23	00:34:22.109	0.316
06/15/2022 13:57:24	00:34:22.315	0.315
06/15/2022 13:57:24	00:34:22.417	0.316
06/15/2022 13:57:24	00:34:22.522	0.314
06/15/2022 13:57:24	00:34:22.622	0.316
06/15/2022 13:57:24	00:34:22.724	0.315
06/15/2022 13:57:24	00:34:22.827	0.316
06/15/2022 13:57:24	00:34:23.028	0.314
06/15/2022 13:57:24	00:34:23.128	0.315
06/15/2022 13:57:25	00:34:23.537	0.316
06/15/2022 13:57:25	00:34:23.843	0.315
06/15/2022 13:57:26	00:34:24.348	0.317
06/15/2022 13:57:26	00:34:24.450	0.315
06/15/2022 13:57:26	00:34:25.163	0.314
06/15/2022 13:57:26	00:34:25.265	0.315
06/15/2022 13:57:27	00:34:25.570	0.314
06/15/2022 13:57:27	00:34:25.672	0.317
06/15/2022 13:57:27	00:34:25.979	0.315
06/15/2022 13:57:28	00:34:26.285	0.314
06/15/2022 13:57:28	00:34:26.387	0.315
06/15/2022 13:57:28	00:34:26.996	0.314
06/15/2022 13:57:29	00:34:27.807	0.316
06/15/2022 13:57:29	00:34:28.011	0.314
06/15/2022 13:57:29	00:34:28.215	0.315
06/15/2022 13:57:30	00:34:28.516	0.314
06/15/2022 13:57:30	00:34:28.716	0.315
06/15/2022 13:57:30	00:34:28.921	0.314
06/15/2022 13:57:30	00:34:29.023	0.316
06/15/2022 13:57:31	00:34:29.635	0.314
06/15/2022 13:57:31	00:34:29.736	0.315
06/15/2022 13:57:31	00:34:29.836	0.316
06/15/2022 13:57:32	00:34:30.749	0.315
06/15/2022 13:57:32	00:34:31.256	0.313
06/15/2022 13:57:33	00:34:31.556	0.314
06/15/2022 13:57:34	00:34:32.474	0.313
06/15/2022 13:57:34	00:34:32.576	0.316
06/15/2022 13:57:34	00:34:32.676	0.314
06/15/2022 13:57:34	00:34:32.978	0.315
06/15/2022 13:57:35	00:34:33.387	0.314
06/15/2022 13:57:35	00:34:33.692	0.313
06/15/2022 13:57:35	00:34:33.794	0.315
06/15/2022 13:57:36	00:34:35.339	0.315
06/15/2022 13:57:37	00:34:35.339	0.315
06/15/2022 13:57:37	00:34:35.426	0.314
06/15/2022 13:57:37	00:34:35.526	0.315
06/15/2022 13:57:37	00:34:35.728	0.314
06/15/2022 13:57:37	00:34:36.343	0.312
06/15/2022 13:57:38	00:34:36.444	0.314
06/15/2022 13:57:38	00:34:36.848	0.313
06/15/2022 13:57:38	00:34:37.253	0.315
06/15/2022 13:57:39	00:34:37.763	0.313
06/15/2022 13:57:39	00:34:37.864	0.312
06/15/2022 13:57:39	00:34:38.168	0.315
06/15/2022 13:57:40	00:34:38.572	0.317
06/15/2022 13:57:40	00:34:38.675	0.314
06/15/2022 13:57:41	00:34:39.388	0.313
06/15/2022 13:57:41	00:34:39.490	0.315
06/15/2022 13:57:41	00:34:39.590	0.312
06/15/2022 13:57:41	00:34:39.690	0.313
06/15/2022 13:57:41	00:34:39.892	0.312
06/15/2022 13:57:41	00:34:39.994	0.313
06/15/2022 13:57:42	00:34:41.110	0.315
06/15/2022 13:57:43	00:34:41.414	0.313
06/15/2022 13:57:43	00:34:41.517	0.314
06/15/2022 13:57:43	00:34:42.026	0.313
06/15/2022 13:57:43	00:34:42.128	0.314
06/15/2022 13:57:43	00:34:42.232	0.313
06/15/2022 13:57:43	00:34:42.336	0.314
06/15/2022 13:57:44	00:34:42.638	0.313
06/15/2022 13:57:44	00:34:42.740	0.314
06/15/2022 13:57:44	00:34:42.945	0.313
06/15/2022 13:57:44	00:34:43.352	0.315
06/15/2022 13:57:45	00:34:43.454	0.313
06/15/2022 13:57:45	00:34:43.958	0.314
06/15/2022 13:57:45	00:34:44.060	0.313
06/15/2022 13:57:46	00:34:44.469	0.312
06/15/2022 13:57:46	00:34:44.571	0.314
06/15/2022 13:57:46	00:34:44.876	0.313
06/15/2022 13:57:47	00:34:46.391	0.313
06/15/2022 13:57:48	00:34:46.391	0.313
06/15/2022 13:57:48	00:34:46.502	0.314
06/15/2022 13:57:48	00:34:47.211	0.312
06/15/2022 13:57:49	00:34:47.822	0.313
06/15/2022 13:57:49	00:34:48.022	0.312
06/15/2022 13:57:49	00:34:48.330	0.313
06/15/2022 13:57:50	00:34:48.432	0.312
06/15/2022 13:57:50	00:34:48.637	0.313
06/15/2022 13:57:50	00:34:49.146	0.312
06/15/2022 13:57:51	00:34:50.063	0.313
06/15/2022 13:57:51	00:34:50.368	0.312
06/15/2022 13:57:52	00:34:51.084	0.313
06/15/2022 13:57:52	00:34:51.186	0.311
06/15/2022 13:57:52	00:34:51.288	0.312
06/15/2022 13:57:52	00:34:51.391	0.314
06/15/2022 13:57:53	00:34:52.202	0.313
06/15/2022 13:57:53	00:34:52.304	0.314
06/15/2022 13:57:53	00:34:52.406	0.313
06/15/2022 13:57:54	00:34:53.018	0.311
06/15/2022 13:57:54	00:34:53.222	0.313
06/15/2022 13:57:55	00:34:53.524	0.312
06/15/2022 13:57:55	00:34:53.624	0.313
06/15/2022 13:57:55	00:34:53.826	0.312
06/15/2022 13:57:56	00:34:55.148	0.313
06/15/2022 13:57:57	00:34:55.557	0.312
06/15/2022 13:57:57	00:34:56.066	0.313
06/15/2022 13:57:57	00:34:56.168	0.312
06/15/2022 13:57:57	00:34:56.270	0.313
06/15/2022 13:57:58	00:34:56.576	0.314
06/15/2022 13:57:58	00:34:57.087	0.312
06/15/2022 13:57:58	00:34:57.189	0.313
06/15/2022 13:57:58	00:34:57.290	0.312
06/15/2022 13:57:58	00:34:57.392	0.313
06/15/2022 13:57:59	00:34:57.692	0.311
06/15/2022 13:57:59	00:34:57.792	0.312
06/15/2022 13:58:00	00:34:58.513	0.310
06/15/2022 13:58:00	00:34:58.822	0.312
06/15/2022 13:58:00	00:34:58.922	0.311
06/15/2022 13:58:00	00:34:59.428	0.313
06/15/2022 13:58:01	00:34:59.530	0.312
06/15/2022 13:58:01	00:35:00.142	0.313
06/15/2022 13:58:01	00:35:00.244	0.311
06/15/2022 13:58:01	00:35:00.344	0.312
06/15/2022 13:58:02	00:35:00.546	0.311
06/15/2022 13:58:02	00:35:00.952	0.313
06/15/2022 13:58:02	00:35:01.054	0.311
06/15/2022 13:58:03	00:35:01.766	0.312
06/15/2022 13:58:04	00:35:02.584	0.311
06/15/2022 13:58:04	00:35:03.194	0.310
06/15/2022 13:58:04	00:35:03.394	0.312
06/15/2022 13:58:05	00:35:03.904	0.311
06/15/2022 13:58:05	00:35:04.414	0.312
06/15/2022 13:58:06	00:35:04.516	0.311
06/15/2022 13:58:07	00:35:05.838	0.312
